name;identifier;SMILES;inchikey;MW;LogP;pubchem;drugbank;pdb;chEMBL;membrane;method;temperature;charge;note;X_min;X_min_acc;G_pen;G_pen_acc;G_wat;G_wat_acc;LogK;LogK_acc;LogPerm;LogPerm_acc;theta;theta_acc;abs_wl;abs_wl_acc;fluo_wl;fluo_wl_acc;QY;QY_acc;lt;lt_acc;primary_reference;secondary_reference
1-[(2R,4S,5S)-4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione;MM00077;Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O;HBOMLICNUCNMMY-UHFFFAOYSA-N;267.245;-0.2;35370;DB00495;AZZ;CHEMBL129;CACO;ECACO;37;0;;;;;;;;;;-5.21;;;;;;;;;;;;"Bergstrom C. A. S., Strafford M., Lazarova L., Avdeef A., Luthman  K., Artursson P.: Absorption Classification of Oral Drugs Based on Molecular Surface Properties. J. Med. Chem., 46(4), 558-570, 2003.";"Bergstrom C. A. S., Strafford M., Lazarova L., Avdeef A., Luthman  K., Artursson P.: Absorption Classification of Oral Drugs Based on Molecular Surface Properties. J. Med. Chem., 46(4), 558-570, 2003."
Chromen-2-one;MM00042;O=c1ccc2ccccc2o1;ZYGHJZDHTFUPRJ-UHFFFAOYSA-N;146.145;1.79;323;DB04665;COU;CHEMBL6466;CACO;ECACO;37;0;;;;;;;;;;-4.11;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
1,3-dimethyl-7H-purine-2,6-dione;MM00048;Cn1c(=O)c2nc[nH]c2n(C)c1=O;ZFXYFBGIUFBOJW-UHFFFAOYSA-N;180.167;-1.04;2153;DB00277;TEP;CHEMBL190;CACO;ECACO;37;-1,0;;;;;;;;;;-4.35;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol;MM00386;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;FBPFZTCFMRRESA-KVTDHHQDSA-N;182.172;-3.59;6251;DB00742;MTL;CHEMBL689;CACO;ECACO;37;0;;;;;;;;;;-5.58;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol;MM00644;CNCC(O)c1ccc(O)c(O)c1;UCTWMZQNUQWSLP-UHFFFAOYSA-N;183.207;0.35;5816;DB00668;ALE;CHEMBL679;CACO;ECACO;37;+1;;;;;;;;;;-6.02;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
2-(2,3-dihydro-1,4-benzodioxin-3-ylmethyl)guanidine;MM01430;N=C(N)NCC1COc2ccccc2O1;HIUVKVDQFXDZHU-UHFFFAOYSA-N;207.23;0.31;16564;" DB13211";;76725;CACO;ECACO;37;+1;;;;;;;;;;-4.71;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
2-[(E)-(2,6-dichlorophenyl)methylideneamino]guanidine;MM00497;N=C(N)NN=Cc1c(Cl)cccc1Cl;WDZVGELJXXEGPV-UHFFFAOYSA-N;231.08;1.81;5702063;DB00629;;CHEMBL420;CACO;ECACO;37;+1,0;;;;;;;;;;-4.14;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide;MM00092;CCN(CC)CC(=O)Nc1c(C)cccc1C;NNJVILVZKWQKPM-UHFFFAOYSA-N;234.343;2.58;3676;DB00281;LQZ;CHEMBL79;CACO;ECACO;37;+1,0;;;;;;;;;;-4.21;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
"(E)-3-(6-methylsulfanyl-4-oxoquinazolin-3-yl)prop-2-enoic acid";MM01431;CSc1ccc2ncn(C=CC(=O)O)c(=O)c2c1;VHFPVEGFRVEDBK-UHFFFAOYSA-N;262.29;1.67;6435375;;;337379;CACO;ECACO;37;-1;;;;;;;;;;-4.9;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
N-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide;MM00544;CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1;DURULFYMVIFBIR-UHFFFAOYSA-N;266.341;1.38;4883;DB01297;;CHEMBL6995;CACO;ECACO;37;+1;;;;;;;;;;-5.86;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide;MM00078;CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1;METKIMKYRPQLGS-UHFFFAOYSA-N;266.341;0.45;2249;DB00335;;CHEMBL24;CACO;ECACO;37;+1;;;;;;;;;;-6.63;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine;MM00504;CN(C)CCCN1c2ccccc2CCc2ccccc21;BCGWQEUPMDMJNV-UHFFFAOYSA-N;280.415;3.88;3696;DB00458;IXX;CHEMBL11;CACO;ECACO;37;+1;;;;;;;;;;-4.26;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
Testosterone;MM00423;CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12;MUMGGOZAMZWBJJ-UHFFFAOYSA-N;288.431;3.88;6013;DB00624;TES;CHEMBL386630;CACO;ECACO;37;0;;;;;;;;;;-4.23;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
4-hydroxy-3-(3-oxo-1-phenylbutyl)chromen-2-one;MM00095;CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O;PJVWKTKQMONHTI-UHFFFAOYSA-N;308.333;3.61;54678486;DB00682;;CHEMBL1464;CACO;ECACO;37;-1;;;;;;;;;;-4.27;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
"4-chloro-2-(furan-2-ylmethylamino)-5-sulfamoylbenzoic acid";MM00083;NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl;ZZUFCTLCJUWOSV-UHFFFAOYSA-N;330.739;1.89;3440;DB00695;FUN;CHEMBL35;CACO;ECACO;37;-1;;;;;;;;;;-6.09;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoylbenzamide;MM00568;CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC;BGRJTUBHPOOWDU-UHFFFAOYSA-N;341.426;0.56;5355;DB00391;;CHEMBL26;CACO;ECACO;37;+1;;;;;;;;;;-6.16;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
"5-O-ethyl 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate";MM00398;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;PVHUJELLJLJGLN-UHFFFAOYSA-N;360.366;2.57;4507;DB01054;;CHEMBL475534;CACO;ECACO;37;0;;;;;;;;;;-4.77;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
"6,8-difluoro-1-(2-fluoroethyl)-7-(4-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid";MM00736;CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1;XBJBPGROQZJDOJ-UHFFFAOYSA-N;369.344;1.7;3357;DB04576;;CHEMBL6273;CACO;ECACO;37;-1,0;;;;;;;;;;-4.81;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
Diltiazem;MM00477;COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1;HSUGRBWQSSZJOP-UHFFFAOYSA-N;414.52;3.37;39186;DB00343;C9F;CHEMBL23;CACO;ECACO;37;0,+1;;;;;;;;;;-4.31;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
Verapamil;MM00585;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;SGTNSNPWRIOYBX-UHFFFAOYSA-N;454.611;5.09;2520;DB00661;;CHEMBL6966;CACO;ECACO;37;+1;;;;;;;;;;-4.58;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
Mibefradil;MM01432;COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C;HBNPJJILLOYFJU-UHFFFAOYSA-N;495.64;5.27;60663;DB01388;MWV;45816;CACO;ECACO;37;+1,+2;;;;;;;;;;-4.87;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
Bosentan;MM01433;COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO;GJPICJJJRGTNOD-UHFFFAOYSA-N;551.63;4.2;104865;DB00559;K86;957;CACO;ECACO;37;-1,0;;;;;;;;;;-5.89;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
Proscillaridin;MM01434;CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O;MYEJFUXQJGHEQK-UHFFFAOYSA-N;530.66;3.01;5284613;DB13307;;600325;CACO;ECACO;37;+1;;;;;;;;;;-6.2;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
Ceftriaxone;MM01435;CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CSC12)c1csc(N)n1;VAAUVRVFOQPIGI-UHFFFAOYSA-N;554.59;-1.2;5479530;" DB01212";;161;CACO;ECACO;37;-2;;;;;;;;;;-6.88;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
Remikiren;MM01436;CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1cnc[nH]1)C(O)=N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1;UXIGZRQVLGFTOU-VQXQMPIVSA-N;630.85;4.78;6324659;DB00212;REM;31601;CACO;ECACO;37;0,+1;;;;;;;;;;-6.13;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
Saquinavir;MM00563;CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1;QWAXKHKRTORLEM-UHFFFAOYSA-N;670.855;3.09;441243;DB01232;ROC;CHEMBL114;CACO;ECACO;37;0,+1;;;;;;;;;;-6.26;;;;;;;;;;;;"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998";"Camenisch, G., Alsenz, J., Van De Waterbeemd, H. & Folkers, G.: Estimation of permeability by passive diffusion through Caco-2 cell monolayers using the drugs’ lipophilicity and molecular weight. Eur. J. Pharm. Sci., 6, 313–319, 1998"
(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol;MM00386;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;FBPFZTCFMRRESA-KVTDHHQDSA-N;182.172;-3.59;6251;DB00742;MTL;CHEMBL689;CACO;ECACO;37;0;;;;;;;;;;-6.74;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol;MM00306;CC(C)(C)NCC(O)c1cc(O)cc(O)c1;XWTYSIMOBUGWOL-UHFFFAOYSA-N;225.288;1.52;5403;DB00871;;CHEMBL1760;CACO;ECACO;37;+1;;;;;;;;;;-6.42;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
1-(propan-2-ylamino)-3-(2-prop-2-enylphenoxy)propan-2-ol;MM00440;C=CCc1ccccc1OC[C@H](O)CNC(C)C;PAZJSJFMUHDSTF-UHFFFAOYSA-N;249.354;2.15;2119;DB00866;;CHEMBL266195;CACO;ECACO;37;+1;;;;;;;;;;-4.39;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol;MM00085;CC(C)NCC(O)COc1cccc2ccccc12;AQHHHDLHHXJYJD-UHFFFAOYSA-N;259.349;2.58;4946;DB00571;;CHEMBL27;CACO;ECACO;37;+1;;;;;;;;;;-4.38;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
N-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide;MM00544;CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1;DURULFYMVIFBIR-UHFFFAOYSA-N;266.341;1.38;4883;DB01297;;CHEMBL6995;CACO;ECACO;37;+1;;;;;;;;;;-6.05;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide;MM00078;CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1;METKIMKYRPQLGS-UHFFFAOYSA-N;266.341;0.45;2249;DB00335;;CHEMBL24;CACO;ECACO;37;+1;;;;;;;;;;-6.7;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol;MM00275;COCCc1ccc(OCC(O)CNC(C)C)cc1;IUBSYMUCCVWXPE-UHFFFAOYSA-N;267.369;1.61;4171;DB00264;;CHEMBL13;CACO;ECACO;37;+1;;;;;;;;;;-4.57;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
Testosterone;MM00423;CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12;MUMGGOZAMZWBJJ-UHFFFAOYSA-N;288.431;3.88;6013;DB00624;TES;CHEMBL386630;CACO;ECACO;37;0;;;;;;;;;;-4.29;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
"5-[(3-carboxy-4-hydroxyphenyl)diazenyl]-2-hydroxybenzoic acid";MM01437;O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O;QQBDLJCYGRGAKP-FOCLMDBBSA-N;302.24;2.91;22419;DB01250;;CHEMBL1201013;CACO;ECACO;37;-2;;;;;;;;;;-6.96;;;;;;;;;;;;"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991.";"Artursson, P. & Karlsson, J.: Correlation between oral drug absorption in humans and apparent drug permeability coefficients in human intestinal epithelial (Caco-2) cells. Biochem. Biophys. Res. Commun., 175, 880–885, 1991."
